item_orgid	item_procid
078062856X	417
0780628799	418
0780629159	419
0780629450	420
0780630149	421
0780630157	422
078063019X	423
0780630459	424
0780630858	425
0780630866	426
0780630874	427
0780630882	428
0780630890	429
0780630904	430
0780631153	431
0780631234	432
0780631528	433
0780631641	434
0780631684	435
0780650611	436
0780651359	437
0780656172	438
0780656946	439
0780662911	440
0782002064	441
0782006752	442
0782006760	443
0782006787	444
0782006795	445
0782006809	446
0782006930	447
0782007015	448
0782007058	449
0782008062	450
078200833X	451
0782008348	452
0782008364	453
0782008372	454
0782008380	455
0782008445	456
078200847X	457
0782009123	458
0782009980	459
0782010040	460
0782010059	461
078201061X	462
0782010660	463
0782010679	464
0782011195	465
0782011276	466
0782011284	467
0783103107	468
0783104146	469
0783105533	470
0783107986	471
0783110871	472
0783111509	473
0783112572	474
0783112645	475
0783112750	476
0783113145	477
0783113196	478
0783113943	479
0783114176	480
0783114222	481
0783114583	482
0783114664	483
0783114729	484
0783114877	485
0783114885	486
0783114893	487
0783114907	488
0783115202	489
0783115377	490
078311611X	491
0783116330	492
0783116748	493
0783116764	494
0783116896	495
0783116918	496
0783116926	497
0783116934	498
0783117388	499
0783200544	500
0783200870	501
0783201672	502
0783204914	503
0783205945	504
0783208227	505
0783211694	506
0783211856	507
0783212771	508
0783213115	509
0783213638	510
0783214235	511
0783214243	512
0783215088	513
0783215096	514
0783215126	515
0783215517	516
0783216084	517
0783217048	518
0783217390	519
0783217471	520
0783217528	521
0783218915	522
0783218923	523
078321894X	524
0783219105	525
0783219148	526
0783219172	527
0783219458	528
0783219571	529
078321958X	530
0783219598	531
0783219660	532
0783219695	533
0783219733	534
0783219806	535
0783219857	536
0783221088	537
0783221312	538
0783221487	539
078322172X	540
0783221983	541
0783222068	542
0783222149	543
0783222475	544
078322253X	545
0783222548	546
0783222726	547
0783222734	548
0783222823	549
0783222955	550
0783223099	551
0783223218	552
0783223358	553
0783223609	554
078322365X	555
0783224060	556
0783224079	557
0783224583	558
0783224885	559
0783225199	560
0783225253	561
0783225261	562
078322530X	563
078322544X	564
0783225482	565
0783225504	566
0783225539	567
078322561X	568
0783225725	569
0783225741	570
0783225768	571
0783225792	572
0783225814	573
0783225849	574
0783225873	575
0783225881	576
078322592X	577
0783225946	578
0783225962	579
0783225970	580
0783225997	581
0783226004	582
0783226012	583
0783226039	584
0783226152	585
0783226160	586
0783226225	587
0783226543	588
0783226551	589
0783226705	590
0783226748	591
0783226764	592
0783226799	593
0783226837	594
0783226853	595
078322687X	596
0783226918	597
0783226926	598
0783226934	599
0783226942	600
0783226985	601
0783226993	602
0783227043	603
078322706X	604
0783227078	605
0783227094	606
0783227256	607
0783227280	608
0783227353	609
0783227361	610
0783227388	611
0783227396	612
078322740X	613
0783227426	614
0783227434	615
0783227477	616
0783227507	617
0783227612	618
0783227647	619
0783227833	620
0783227876	621
0783227884	622
0783227892	623
0783227906	624
0783227922	625
0783227930	626
0783227949	627
0783227965	628
0783227981	629
0783228007	630
0783228015	631
0783228023	632
0783228031	633
0783228074	634
0783228317	635
0783228341	636
0783228449	637
0783228457	638
0783228465	639
0783228473	640
0783228503	641
078322852X	642
0783228686	643
0783229143	644
0783229151	645
0783229291	646
078322933X	647
0783229356	648
0783229364	649
0783229372	650
0783229399	651
0783229429	652
078322947X	653
0783229488	654
0783229526	655
0783229585	656
0783229674	657
0783229747	658
0783229887	659
078322995X	660
0783230060	661
0783230095	662
0783230346	663
0783230362	664
0783230370	665
0783230389	666
0783230397	667
0783230400	668
0783230419	669
0783230427	670
0783230435	671
0783230443	672
0783230451	673
078323046X	674
0783230478	675
0783230486	676
0783230494	677
0783230508	678
0783230516	679
0783230524	680
0783230532	681
0783230559	682
0783230591	683
0783231032	684
0783231210	685
0783231474	686
0783231644	687
0783232047	688
0783232063	689
078323208X	690
0783232101	691
078323211X	692
0783233078	693
0783233469	694
0783233485	695
0783233493	696
0783233507	697
0783233515	698
0783233523	699
0783233582	700
0783234066	701
078323418X	702
0783234287	703
0783234996	704
078323502X	705
0783235380	706
0783235410	707
0783235593	708
0783235615	709
0783235623	710
0783235666	711
0783235674	712
0783235682	713
0783235690	714
0783235704	715
0783235798	716
0783236344	717
0783236352	718
0783237367	719
0783237413	720
0783237979	721
0783239408	722
0783239955	723
0783240031	724
0783240066	725
0783240171	726
078324021X	727
0783240228	728
0783240260	729
0783240287	730
0783240295	731
0783240325	732
0783240546	733
0783240562	734
0783240570	735
0783240694	736
0783240953	737
0783240961	738
078324097X	739
0783241038	740
0783241313	741
0783241364	742
0783241399	743
0783241542	744
0783241569	745
0783241585	746
0783241593	747
0783241607	748
0783241909	749
0783241917	750
0783241968	751
0783242379	752
0783242425	753
0783243049	754
0783243456	755
0783243499	756
0783245157	757
0784001294	758
0784001316	759
0784001804	760
0784001847	761
0784003785	762
078401003X	763
0784010188	764
078401020X	765
0784010218	766
0784010226	767
0784010315	768
0784010528	769
0784011141	770
078401115X	771
0784011168	772
0784011176	773
0784011206	774
0784011214	775
0784011222	776
0784011230	777
078401132X	778
0784011338	779
0784011451	780
0784011486	781
0784011508	782
0784011516	783
0784011524	784
0784011532	785
0784011540	786
0784011559	787
078401163X	788
0784011648	789
0784011656	790
0784011680	791
0784011699	792
0784011702	793
0784011710	794
0784011796	795
0784011923	796
0784012148	797
0784012644	798
0784012660	799
0784012679	800
0784012717	801
0784012822	802
0784013470	803
0784014213	804
0788600222	805
0788600931	806
0788601245	807
0788602047	808
0788606344	809
078860676X	810
0788802194	811
0788803743	812
0788805533	813
0788806270	814
0788806661	815
0788806734	816
078880782X	817
0788809806	818
0788811002	819
078881107X	820
0788811207	821
0788811266	822
0788811355	823
0788811401	824
078881141X	825
0788811428	826
078881172X	827
0788812181	828
0788812408	829
0788812467	830
0788812483	831
0788812807	832
0788814664	833
0788814907	834
0788814958	835
0788815466	836
0788815474	837
0788815490	838
0788815717	839
0788815741	840
0788816454	841
0788816462	842
0788817000	843
0788821075	844
0788828126	845
0788832182	846
078885383X	847
0788858408	848
0788859137	849
0788859951	850
078886047X	851
0788860704	852
0788861948	853
0788861956	854
0788867164	855
0788869973	856
0788882988	857
0790701022	858
0790701251	859
0790705141	860
079070546X	861
0790719029	862
0790720434	863
0790724960	864
0790725657	865
0790728354	866
079072880X	867
0790729334	868
0790729342	869
0790729350	870
0790729369	871
0790729377	872
0790729385	873
0790729393	874
0790729407	875
0790729601	876
079072961X	877
0790729628	878
0790729636	879
0790729644	880
0790729652	881
0790729660	882
0790729687	883
0790729695	884
0790729709	885
0790729717	886
0790729725	887
0790729733	888
0790729989	889
0790729997	890
0790730960	891
0790730979	892
0790730987	893
0790730995	894
0790731002	895
0790731010	896
0790731029	897
0790731037	898
0790731045	899
0790731150	900
0790731177	901
0790731223	902
0790731401	903
0790731452	904
0790731460	905
0790731479	906
0790731487	907
0790731509	908
0790731517	909
0790731525	910
0790731533	911
0790731541	912
079073155X	913
0790731614	914
0790731649	915
0790731738	916
0790731770	917
0790731878	918
0790731886	919
0790731894	920
0790731908	921
0790731916	922
0790731924	923
0790731932	924
0790731940	925
0790731975	926
0790731983	927
0790732009	928
0790732068	929
0790732149	930
0790732157	931
0790732181	932
079073219X	933
0790732203	934
0790732238	935
0790732246	936
0790732254	937
0790732262	938
0790732475	939
0790732920	940
0790732947	941
0790733226	942
0790733234	943
0790733390	944
0790733420	945
0790733447	946
0790733463	947
0790733633	948
0790733811	949
079073382X	950
0790733889	951
0790733897	952
0790733927	953
0790733935	954
0790734060	955
0790734583	956
0790734591	957
0790734605	958
079073463X	959
0790734680	960
0790734737	961
079073477X	962
0790734850	963
0790734893	964
0790735172	965
0790736039	966
0790736055	967
0790736063	968
0790736071	969
079073608X	970
0790736101	971
0790736365	972
079073639X	973
0790736403	974
079073642X	975
0790736489	976
0790736527	977
0790736586	978
0790736594	979
0790736683	980
0790736691	981
0790736896	982
0790736918	983
0790737329	984
0790737345	985
0790738074	986
0790738481	987
0790738503	988
0790738945	989
0790739240	990
0790739267	991
0790739283	992
0790739305	993
0790739720	994
0790739739	995
0790740044	996
0790740060	997
0790740176	998
0790740184	999
0790740249	1000
0790740281	1001
0790740400	1002
0790740451	1003
0790740680	1004
0790740729	1005
0790740796	1006
0790740834	1007
0790740850	1008
0790740885	1009
0790741059	1010
0790741067	1011
0790741091	1012
0790741105	1013
0790741121	1014
0790741318	1015
0790741393	1016
0790741423	1017
079074144X	1018
0790741563	1019
0790741660	1020
0790741822	1021
0790741881	1022
079074192X	1023
0790741954	1024
0790741970	1025
0790741989	1026
0790741997	1027
0790742004	1028
0790742012	1029
0790742047	1030
0790742055	1031
0790742063	1032
0790742071	1033
079074239X	1034
0790742403	1035
0790742411	1036
0790742446	1037
0790742462	1038
0790742624	1039
0790742640	1040
0790742667	1041
0790742705	1042
0790742780	1043
0790742799	1044
0790742802	1045
0790742829	1046
0790742837	1047
0790742896	1048
0790743132	1049
0790743159	1050
0790743213	1051
0790743221	1052
0790743272	1053
0790743353	1054
0790743442	1055
0790743507	1056
0790743515	1057
0790743523	1058
0790743531	1059
0790743671	1060
0790743752	1061
0790743949	1062
0790743957	1063
079074404X	1064
0790744066	1065
0790744236	1066
0790744295	1067
0790744309	1068
0790744473	1069
0790744546	1070
0790744732	1071
0790744759	1072
0790744813	1073
0790744945	1074
0790744953	1075
0790744988	1076
0790744996	1077
0790745003	1078
0790745011	1079
0790745054	1080
0790745062	1081
0790745070	1082
0790745143	1083
0790745399	1084
0790745569	1085
0790745801	1086
0790746050	1087
0790746115	1088
0790746344	1089
0790746387	1090
079074676X	1091
0790747154	1092
0790747219	1093
0790747324	1094
0790747464	1095
0790747693	1096
079074774X	1097
0790748193	1098
0790748207	1099
0790748266	1100
079074841X	1101
0790748746	1102
0790748754	1103
0790748770	1104
0790748789	1105
0790748835	1106
079074886X	1107
0790748878	1108
0790748894	1109
0790748932	1110
0790749068	1111
0790749246	1112
0790749351	1113
0790749467	1114
0790749475	1115
0790749556	1116
0790749653	1117
0790749858	1118
0790749912	1119
0790749998	1120
0790750198	1121
0790750201	1122
0790750309	1123
0790750414	1124
0790750708	1125
0790750732	1126
0790751097	1127
0790751100	1128
0790751119	1129
0790751143	1130
0790751151	1131
079075116X	1132
0790751178	1133
0790751186	1134
0790751194	1135
0790751232	1136
0790751259	1137
0790751267	1138
0790751275	1139
0790751445	1140
0790751658	1141
0790752336	1142
0790752387	1143
0790776960	1144
079079568X	1145
0792100085	1146
0792101324	1147
0792101448	1148
0792102320	1149
0792105907	1150
0792106164	1151
0792106989	1152
0792107128	1153
0792107683	1154
0792108280	1155
0792108868	1156
0792109309	1157
079210952X	1158
0792110188	1159
0792110269	1160
0792110285	1161
0792110463	1162
0792110803	1163
0792115147	1164
0792115449	1165
0792116887	1166
079211972X	1167
079212569X	1168
0792133153	1169
079213690X	1170
0792136926	1171
0792139771	1172
0792140346	1173
0792140923	1174
0792142926	1175
0792145496	1176
0792147618	1177
0792148061	1178
0792151712	1179
0792153189	1180
0792153456	1181
0792154436	1182
079215455X	1183
0792154649	1184
079215519X	1185
0792155203	1186
0792157648	1187
0792157850	1188
0792157869	1189
0792158288	1190
0792158776	1191
0792159659	1192
0792160207	1193
0792160347	1194
0792160932	1195
0792160959	1196
0792162617	1197
0792162803	1198
0792163087	1199
0792164482	1200
0792164903	1201
0792164962	1202
0792164970	1203
0792165020	1204
0792165055	1205
0792165209	1206
079216573X	1207
0792165845	1208
079216587X	1209
0792166469	1210
0792166493	1211
0792166523	1212
0792166736	1213
0792169182	1214
0792175220	1215
0792299914	1216
0792299922	1217
0792833171	1218
079283318X	1219
0792833198	1220
0792833201	1221
079283321X	1222
0792833236	1223
0792833244	1224
0792833260	1225
0792833279	1226
0792833287	1227
079283366X	1228
0792833759	1229
0792834852	1230
0792834879	1231
0792834917	1232
0792834968	1233
0792834976	1234
0792835034	1235
0792835050	1236
0792835077	1237
0792835093	1238
0792835727	1239
0792835735	1240
0792835964	1241
0792835972	1242
0792836006	1243
0792836030	1244
0792836340	1245
0792836480	1246
0792836545	1247
0792836634	1248
0792836642	1249
0792836650	1250
0792836677	1251
0792836685	1252
0792837096	1253
079283710X	1254
0792837118	1255
0792837134	1256
0792837207	1257
0792837258	1258
0792837339	1259
079283755X	1260
0792837576	1261
0792837592	1262
0792837614	1263
0792837630	1264
0792837649	1265
0792837738	1266
0792837746	1267
0792837797	1268
0792837959	1269
0792837991	1270
0792838009	1271
0792838033	1272
0792838068	1273
0792838076	1274
0792838084	1275
0792838270	1276
0792838289	1277
0792838300	1278
0792838327	1279
0792838343	1280
0792838408	1281
0792838416	1282
0792838424	1283
0792838467	1284
0792838505	1285
0792838661	1286
079283867X	1287
0792838688	1288
0792838718	1289
0792838726	1290
0792838734	1291
0792838742	1292
0792838912	1293
0792838947	1294
0792838955	1295
0792838963	1296
0792839056	1297
0792839072	1298
0792839129	1299
0792839137	1300
079283917X	1301
079283920X	1302
0792839218	1303
0792839242	1304
079283948X	1305
0792839544	1306
0792839625	1307
0792839641	1308
079283965X	1309
0792839676	1310
0792839684	1311
0792839692	1312
0792839722	1313
0792839730	1314
0792839994	1315
079284002X	1316
0792840038	1317
0792840046	1318
0792840054	1319
0792840062	1320
0792840089	1321
0792840119	1322
0792840240	1323
0792840445	1324
0792840453	1325
0792840461	1326
079284047X	1327
0792840550	1328
079284078X	1329
079284081X	1330
0792840909	1331
0792840941	1332
079284095X	1333
0792840976	1334
0792840984	1335
079284100X	1336
0792841018	1337
0792841034	1338
0792841042	1339
0792841328	1340
0792841336	1341
0792841344	1342
0792841387	1343
0792841395	1344
0792841409	1345
0792841433	1346
0792841441	1347
079284145X	1348
0792841638	1349
0792841670	1350
0792841778	1351
0792841786	1352
0792841840	1353
0792841913	1354
0792841956	1355
0792841964	1356
0792841980	1357
0792842006	1358
0792842073	1359
0792842081	1360
079284209X	1361
0792842111	1362
079284212X	1363
0792842162	1364
0792842383	1365
0792842391	1366
0792842405	1367
0792842413	1368
0792842499	1369
0792842502	1370
0792842626	1371
0792842642	1372
0792842960	1373
079284355X	1374
0792843568	1375
0792843576	1376
0792843584	1377
0792843592	1378
0792843606	1379
0792843649	1380
0792843800	1381
0792843819	1382
0792843835	1383
0792843843	1384
0792843878	1385
0792843886	1386
0792843894	1387
0792843908	1388
0792843916	1389
0792843924	1390
0792843991	1391
0792844017	1392
0792844033	1393
0792844041	1394
0792844564	1395
0792844580	1396
0792844599	1397
0792844602	1398
0792844629	1399
0792844645	1400
0792844653	1401
079284467X	1402
0792844688	1403
0792844696	1404
0792844718	1405
0792844726	1406
0792844750	1407
0792844807	1408
0792844823	1409
0792844858	1410
0792844874	1411
0792844882	1412
0792844890	1413
0792844904	1414
0792844920	1415
0792845129	1416
0792845145	1417
079284517X	1418
0792845188	1419
0792845226	1420
0792845234	1421
0792845242	1422
0792845269	1423
0792845404	1424
0792845471	1425
079284548X	1426
079284551X	1427
0792845536	1428
0792845552	1429
0792845587	1430
0792845595	1431
0792845609	1432
0792845633	1433
079284565X	1434
0792845668	1435
0792845684	1436
0792845692	1437
0792845730	1438
0792845749	1439
0792845757	1440
0792845773	1441
0792845781	1442
079284582X	1443
0792845838	1444
0792845846	1445
0792845854	1446
0792845889	1447
0792845897	1448
0792845935	1449
079284596X	1450
0792845986	1451
0792846052	1452
0792846060	1453
0792846079	1454
0792846087	1455
0792846095	1456
0792846109	1457
0792846117	1458
0792846125	1459
0792846133	1460
0792846141	1461
079284615X	1462
079284629X	1463
0792846303	1464
0792846311	1465
079284632X	1466
0792846338	1467
0792846346	1468
0792846354	1469
0792846397	1470
0792846435	1471
0792846494	1472
0792846613	1473
0792846699	1474
0792846702	1475
0792846710	1476
0792846729	1477
0792846753	1478
0792846761	1479
079284677X	1480
0792846788	1481
0792846796	1482
079284680X	1483
0792846834	1484
0792846869	1485
0792846877	1486
0792846885	1487
0792846893	1488
0792846907	1489
0792898095	1490
0792898974	1491
0792899180	1492
0792899199	1493
0792899202	1494
0792899342	1495
0792899601	1496
0792899830	1497
0793903343	1498
0793906091	1499
0793910323	1500
0793910471	1501
0793927501	1502
079394144X	1503
0793941520	1504
0793941717	1505
0793941806	1506
0793948053	1507
0793960398	1508
079396041X	1509
0793960487	1510
0793960819	1511
0793961009	1512
0793970113	1513
0793984297	1514
0800100816	1515
0800100832	1516
0800101057	1517
0800102150	1518
0800102266	1519
0800102371	1520
0800103017	1521
0800104803	1522
080010482X	1523
0800105141	1524
0800105702	1525
0800105893	1526
0800106032	1527
0800106040	1528
0800108051	1529
0800109481	1530
0800109686	1531
0800112652	1532
0800113055	1533
0800113268	1534
0800114051	1535
080011471X	1536
0800115066	1537
0800116143	1538
0800116275	1539
0800119037	1540
0800121260	1541
0800123719	1542
0800125762	1543
0800126130	1544
0800127803	1545
0800128001	1546
0800128052	1547
0800129784	1548
0800129806	1549
0800130227	1550
0800130448	1551
080013088X	1552
0800130944	1553
0800132009	1554
0800133005	1555
0800135954	1556
0800136926	1557
0800137531	1558
0800137884	1559
0800139062	1560
0800141385	1561
0800141393	1562
0800141644	1563
0800141660	1564
0800141687	1565
0800141709	1566
0800141741	1567
0800141822	1568
0800141865	1569
0800173465	1570
0800177029	1571
0800177991	1572
080017948X	1573
0800179501	1574
0800179609	1575
0800180135	1576
0800182596	1577
0800184203	1578
0800184319	1579
080018520X	1580
0800185722	1581
0800187245	1582
0800187792	1583
0800187865	1584
0800187911	1585
0800196279	1586
0800196333	1587
0810022273	1588
094567189X	1589
0967417708	1590
0967418518	1591
096751780X	1592
0972179518	1593
0985265108	1594
1400311950	1595
1400322715	1596
1400323509	1597
1404918051	1598
1404974571	1599
1404974725	1600
1404979964	1601
1404983082	1602
1404993169	1603
1404996087	1604
1415707138	1605
1415711534	1606
1415714169	1607
1415717214	1608
1415717419	1609
141571763X	1610
1415717958	1611
1415718113	1612
1415719284	1613
1415720584	1614
1415721092	1615
1415723346	1616
1415723702	1617
1415724784	1618
1415724806	1619
1415725160	1620
1415725659	1621
1415726698	1622
1415743762	1623
1417009446	1624
1417016310	1625
1417024917	1626
1417030321	1627
1417030976	1628
1417054069	1629
1417065818	1630
1417068329	1631
1417070471	1632
1417076615	1633
141708412X	1634
1419802356	1635
1419807587	1636
141981365X	1637
1419815644	1638
1419819100	1639
1419822764	1640
1419823337	1641
1419824333	1642
1419827154	1643
1419828363	1644
1419828371	1645
1419829831	1646
141983049X	1647
1419831976	1648
1419835491	1649
1419838830	1650
1419897543	1651
1421509555	1652
1424803322	1653
1424810248	1654
1424819237	1655
1424819253	1656
1424819547	1657
1426293755	1658
155526509X	1659
1556072821	1660
1556584598	1661
155739444X	1662
1557394784	1663
1558800573	1664
1558801278	1665
1558801871	1666
1558802010	1667
1558803564	1668
1558804226	1669
1558804641	1670
1558806768	1671
1558807225	1672
1558807381	1673
1558807780	1674
1558808590	1675
1558906150	1676
1558908242	1677
1558908269	1678
1558908315	1679
1558908323	1680
1558908331	1681
155890834X	1682
1558908358	1683
1558908374	1684
1558908382	1685
1558908390	1686
1558908420	1687
1558908455	1688
1558908463	1689
155890848X	1690
1558908498	1691
1558908552	1692
1558908781	1693
1558908846	1694
1559408677	1695
1559408758	1696
1559408855	1697
1559408871	1698
1559408936	1699
1559408944	1700
1559409002	1701
1559409010	1702
1559409037	1703
1559409053	1704
1559409061	1705
1559600136	1706
1560395737	1707
1560396113	1708
1560396148	1709
1560686413	1710
1560689994	1711
1561277908	1712
156219464X	1713
1562196367	1714
1563641844	1715
1563644169	1716
1563710803	1717
1563712962	1718
156371440X	1719
1563716151	1720
1564082288	1721
1564425460	1722
1564426785	1723
1564427099	1724
1564427749	1725
1564427811	1726
1564427978	1727
156501345X	1728
1566053455	1729
1566053676	1730
1566053978	1731
1566053986	1732
156687081X	1733
1566871034	1734
1567301274	1735
1567301290	1736
1567301347	1737
1567301355	1738
1567301509	1739
1567301568	1740
1567301584	1741
1567301738	1742
1567301770	1743
1567301789	1744
1568121520	1745
1568556853	1746
1568557353	1747
156938164X	1748
1569383529	1749
1569383618	1750
1569385882	1751
1569388725	1752
1569389020	1753
1569494126	1754
1572520922	1755
1572521163	1756
1572521279	1757
1572521295	1758
1572521317	1759
1572521767	1760
1572521775	1761
1572522089	1762
1572522100	1763
1572522127	1764
1572522178	1765
1572522232	1766
1572522240	1767
1572522313	1768
1572522380	1769
1572522437	1770
1572522445	1771
157252250X	1772
1572522542	1773
1572522550	1774
1572522747	1775
157252281X	1776
1572523166	1777
1572523344	1778
1572523352	1779
1572523557	1780
1572523581	1781
1572523956	1782
1572524138	1783
1572524219	1784
1572524391	1785
1572524421	1786
1572524456	1787
1572524820	1788
1572524839	1789
1572525851	1790
1572525959	1791
1572526300	1792
1572526793	1793
1572528338	1794
1573300403	1795
157330056X	1796
1573300934	1797
1573301183	1798
1573305596	1799
157330686X	1800
1573306886	1801
1573306932	1802
1573306983	1803
1573470473	1804
157347049X	1805
1573471046	1806
1573471054	1807
1573471828	1808
1573622990	1809
1573623245	1810
1573623555	1811
1573623598	1812
1573623733	1813
1573623865	1814
157362389X	1815
1573623903	1816
1573624039	1817
1573624047	1818
1573624071	1819
157362408X	1820
1573624098	1821
1573624101	1822
1573624225	1823
1573624381	1824
1573624578	1825
1573624802	1826
1573625485	1827
1573625736	1828
1573626163	1829
1573627186	1830
1573627240	1831
1573627291	1832
1573628042	1833
1573628131	1834
1573628522	1835
1573629219	1836
1574920227	1837
1574920855	1838
1574922688	1839
1574922807	1840
1574924494	1841
1574924524	1842
157492530X	1843
1574925628	1844
1574925881	1845
157492589X	1846
1574925903	1847
157492592X	1848
157492639X	1849
1574926462	1850
1574927000	1851
1574927965	1852
1574928228	1853
1574928279	1854
1575233576	1855
157523730X	1856
1575239701	1857
1577133196	1858
1578482100	1859
1578482895	1860
1582559228	1861
1582704414	1862
1586551027	1863
1586683950	1864
1587270811	1865
1591259886	1866
1591791847	1867
1595361006	1868
1606730266	1869
1608838137	1870
1616842490	1871
