item_orgid	item_procid
0060081651	430
0060081961	431
0060081988	432
0060082070	433
0060082194	434
0060082216	435
0060082739	436
006008314X	437
0060083247	438
0060083298	439
0060083816	440
0060083956	441
0060083972	442
0060083999	443
0060084081	444
006008409X	445
0060084103	446
0060084332	447
0060084383	448
0060085444	449
0060085452	450
0060085460	451
0060085487	452
0060085495	453
0060085894	454
0060086246	455
0060086270	456
0060086513	457
0060086602	458
006008667X	459
0060087447	460
0060087714	461
0060088613	462
0060088745	463
0060088877	464
0060088915	465
0060089539	466
0060089547	467
0060089555	468
0060089598	469
0060090073	470
006009026X	471
0060090367	472
0060090375	473
0060090383	474
0060091290	475
0060092130	476
0060092149	477
0060092572	478
0060092645	479
0060092653	480
0060092661	481
0060092963	482
006009334X	483
0060093579	484
0060093749	485
0060094117	486
0060094893	487
0060094931	488
006009494X	489
006009527X	490
0060095563	491
0060096071	492
0060096160	493
0060096195	494
0060096675	495
0060096691	496
0060096861	497
0060096942	498
0060097477	499
0060097914	500
0060097957	501
0060098538	502
0060098902	503
0060111100	504
0060113022	505
0060133619	506
0060137290	507
0060139129	508
0060142782	509
0060145765	510
0060149906	511
0060152656	512
0060155477	513
0060160101	514
0060164662	515
0060165073	516
0060165693	517
0060167181	518
006016848X	519
006017062X	520
006017143X	521
0060172185	522
0060172789	523
0060173343	524
0060173858	525
0060174056	526
0060175273	527
0060175400	528
0060175680	529
0060175869	530
0060175966	531
006017613X	532
0060176350	533
0060176938	534
0060177209	535
0060182989	536
0060183713	537
006018406X	538
0060184701	539
006018471X	540
0060184760	541
0060184957	542
0060184973	543
0060185074	544
0060185147	545
0060185163	546
0060185252	547
0060185287	548
0060185481	549
006018552X	550
0060185716	551
0060185724	552
0060186399	553
0060187271	554
006018793X	555
006018860X	556
0060188650	557
0060188707	558
0060188774	559
0060188790	560
0060188804	561
0060188820	562
0060188952	563
0060190434	564
0060191384	565
0060191449	566
0060191554	567
0060191872	568
0060191988	569
0060192097	570
0060192119	571
0060192186	572
0060192313	573
006019247X	574
0060192488	575
0060192615	576
0060192704	577
0060193158	578
0060193220	579
0060193328	580
0060193395	581
0060193409	582
0060193484	583
0060193506	584
0060193611	585
0060193638	586
0060193689	587
0060194146	588
0060194170	589
0060194197	590
0060194375	591
0060194480	592
0060194804	593
0060194839	594
0060194863	595
006019491X	596
0060194995	597
0060195207	598
0060195339	599
0060195347	600
006019538X	601
0060195460	602
0060195576	603
0060195711	604
0060195746	605
0060195827	606
0060196092	607
0060196211	608
0060196483	609
0060196742	610
0060197358	611
0060197528	612
0060197765	613
0060197978	614
0060198125	615
0060198303	616
0060198338	617
0060198508	618
0060198516	619
0060198753	620
0060198761	621
006019877X	622
0060198788	623
0060199032	624
0060199393	625
0060199539	626
0060199733	627
0060207507	628
0060214163	629
0060218053	630
0060233346	631
0060241101	632
0060241497	633
0060244054	634
0060245603	635
0060245867	636
0060248025	637
0060248122	638
0060254920	639
0060255005	640
0060255234	641
0060256532	642
0060256656	643
0060256672	644
0060264306	645
0060266686	646
006026683X	647
0060266864	648
0060268654	649
0060271396	650
0060273224	651
0060277270	652
0060277300	653
0060277475	654
0060278234	655
0060278676	656
006027980X	657
0060280778	658
0060281359	659
0060282282	660
0060282983	661
0060283246	662
0060283262	663
0060283289	664
0060287616	665
0060288132	666
006028935X	667
0060291702	668
0060291710	669
0060293152	670
0060293233	671
0060294655	672
0060294671	673
0060294698	674
0060296410	675
006029809X	676
0060298480	677
0060298774	678
0060298790	679
0060391472	680
0060391502	681
0060391626	682
0060391685	683
0060392452	684
0060392622	685
006039269X	686
0060392827	687
0060392886	688
0060392983	689
0060392991	690
0060393009	691
006039319X	692
0060393203	693
0060393211	694
006039322X	695
0060393270	696
0060393297	697
0060393408	698
0060393491	699
0060393556	700
006039384X	701
0060394072	702
006039417X	703
0060394366	704
0060501189	705
0060502290	706
0060502797	707
0060502932	708
0060502959	709
0060503467	710
0060504072	711
0060504110	712
0060504137	713
0060504196	714
0060505125	715
0060505222	716
0060505249	717
0060505281	718
006050532X	719
0060505346	720
0060505389	721
0060505540	722
006050563X	723
0060505656	724
0060505729	725
0060505745	726
0060505753	727
0060505869	728
0060505877	729
0060505885	730
0060505915	731
0060505931	732
0060506040	733
0060506083	734
0060506539	735
0060506652	736
0060506687	737
0060506695	738
0060506725	739
0060507322	740
0060507365	741
0060507403	742
006050742X	743
0060507845	744
0060508108	745
0060508116	746
0060508124	747
0060508175	748
0060508183	749
0060508205	750
0060508302	751
0060508876	752
0060509058	753
0060509066	754
0060509120	755
0060509325	756
0060509406	757
0060509422	758
0060509546	759
0060510250	760
0060510293	761
0060510609	762
006051079X	763
0060510862	764
0060511095	765
0060511133	766
0060511508	767
0060512180	768
0060512202	769
0060512229	770
006051261X	771
0060512741	772
0060512806	773
0060513608	774
0060513640	775
0060513659	776
006051373X	777
0060514051	778
0060514086	779
0060514558	780
0060514574	781
0060514922	782
0060514930	783
0060514957	784
0060515066	785
0060515104	786
0060515120	787
0060515163	788
0060515198	789
0060515597	790
0060515805	791
0060515929	792
0060516054	793
0060516402	794
0060517123	795
0060517573	796
0060517611	797
006051762X	798
0060517638	799
0060517662	800
0060518316	801
0060518499	802
0060518650	803
0060519134	804
0060519517	805
0060519541	806
0060519592	807
0060519606	808
0060520124	809
0060520221	810
0060520507	811
0060520515	812
0060520612	813
0060520752	814
0060520841	815
006052085X	816
0060521228	817
0060521600	818
0060521872	819
0060521996	820
0060522275	821
0060522585	822
0060522755	823
0060523034	824
0060523387	825
0060523395	826
0060523808	827
0060524103	828
0060524235	829
0060524308	830
0060524464	831
0060525096	832
0060525118	833
0060525126	834
0060525134	835
0060525231	836
0060525266	837
0060525274	838
0060525509	839
0060525592	840
0060525614	841
0060525630	842
0060525657	843
0060525851	844
0060526556	845
0060526769	846
0060527048	847
0060527056	848
0060527242	849
0060527307	850
0060527315	851
0060527331	852
0060527463	853
0060527544	854
0060527986	855
0060528036	856
0060528079	857
0060528095	858
0060528192	859
0060528370	860
0060528400	861
0060528419	862
0060528877	863
0060529148	864
0060529342	865
0060529474	866
0060529709	867
006052992X	868
0060530383	869
0060530413	870
0060530464	871
0060530480	872
0060530499	873
0060530677	874
0060530898	875
0060530928	876
0060531053	877
0060531061	878
0060531088	879
0060531126	880
0060531231	881
006053124X	882
0060531258	883
0060531827	884
0060532181	885
0060532297	886
0060533072	887
0060533080	888
0060533994	889
0060534044	890
0060534214	891
0060534249	892
0060534389	893
0060534397	894
0060535458	895
0060535687	896
0060535954	897
0060536357	898
0060536705	899
0060536713	900
0060536799	901
0060536993	902
0060537329	903
0060537639	904
0060538112	905
0060538120	906
006053821X	907
0060538260	908
0060538783	909
0060538791	910
0060539054	911
0060539070	912
0060539097	913
006053916X	914
0060539186	915
0060539232	916
0060539836	917
0060539844	918
0060539860	919
0060540222	920
0060540346	921
0060540478	922
0060540591	923
006054063X	924
0060540664	925
0060540672	926
0060540745	927
0060540753	928
0060540907	929
0060540931	930
0060540974	931
0060541431	932
006054144X	933
0060541490	934
0060541644	935
0060541695	936
0060541709	937
0060541725	938
0060541741	939
006054175X	940
0060541814	941
0060541830	942
0060541873	943
0060541903	944
0060542098	945
0060542128	946
0060542136	947
0060542462	948
0060542977	949
0060543132	950
0060543256	951
0060543272	952
0060544244	953
0060544341	954
0060544368	955
0060544376	956
0060544880	957
0060545526	958
0060545607	959
0060545623	960
0060545690	961
0060545739	962
0060545763	963
006054578X	964
0060545798	965
0060545801	966
0060548258	967
0060548266	968
0060548274	969
0060548282	970
0060548789	971
0060548924	972
0060548932	973
0060548940	974
0060549270	975
0060549319	976
0060549416	977
0060550988	978
0060554541	979
006055469X	980
0060554738	981
0060554800	982
0060554827	983
0060554894	984
0060555114	985
0060555513	986
0060555599	987
0060555661	988
0060555831	989
006055584X	990
0060555971	991
0060556579	992
006055665X	993
0060556935	994
0060556943	995
0060557354	996
0060557559	997
0060557567	998
0060558121	999
0060558199	1000
0060558288	1001
0060558709	1002
0060559136	1003
0060559144	1004
0060559284	1005
0060559349	1006
006055973X	1007
0060560029	1008
0060560053	1009
0060560118	1010
0060560126	1011
0060560150	1012
006056038X	1013
0060560428	1014
0060560789	1015
0060560851	1016
0060560894	1017
0060560959	1018
0060560983	1019
0060561122	1020
0060561173	1021
0060561181	1022
0060561661	1023
006056167X	1024
006056198X	1025
0060562080	1026
0060562366	1027
0060562382	1028
0060562498	1029
006056251X	1030
0060562536	1031
0060562544	1032
0060562560	1033
0060562722	1034
0060562978	1035
0060563079	1036
006056346X	1037
0060563478	1038
0060563486	1039
0060563893	1040
0060563907	1041
0060564083	1042
0060564512	1043
0060564571	1044
006056458X	1045
0060564652	1046
0060564679	1047
0060564784	1048
0060565071	1049
0060565144	1050
0060565233	1051
0060565276	1052
0060565284	1053
0060565373	1054
006056539X	1055
0060565411	1056
006056542X	1057
0060565438	1058
0060565446	1059
0060565551	1060
0060566116	1061
0060566167	1062
0060566175	1063
0060566272	1064
006056668X	1065
0060566698	1066
0060566760	1067
0060567104	1068
0060567236	1069
0060567309	1070
0060567643	1071
0060568062	1072
0060568437	1073
006056850X	1074
0060569662	1075
0060570059	1076
0060570091	1077
0060570210	1078
0060570733	1079
0060571187	1080
0060571314	1081
0060571993	1082
0060572140	1083
0060572965	1084
0060572973	1085
006057299X	1086
0060573775	1087
0060574534	1088
0060574607	1089
0060574747	1090
0060574879	1091
0060574887	1092
0060575018	1093
0060575115	1094
0060575271	1095
006057528X	1096
0060575298	1097
0060575301	1098
006057531X	1099
0060575328	1100
0060575336	1101
0060575735	1102
0060575913	1103
0060576170	1104
0060576456	1105
0060577207	1106
0060577304	1107
0060577339	1108
0060577363	1109
0060577398	1110
0060577487	1111
0060577657	1112
0060577665	1113
0060577681	1114
006057786X	1115
0060578106	1116
0060578114	1117
0060578122	1118
0060578416	1119
0060578629	1120
0060578769	1121
0060578785	1122
0060579412	1123
006058047X	1124
0060580518	1125
0060580542	1126
0060580674	1127
0060580860	1128
006058095X	1129
0060581069	1130
0060581778	1131
0060581840	1132
0060581859	1133
0060582006	1134
0060582294	1135
0060582499	1136
0060582510	1137
0060582553	1138
0060583010	1139
0060584009	1140
0060584033	1141
0060584068	1142
0060584084	1143
0060584696	1144
0060584750	1145
006058534X	1146
0060585366	1147
0060585439	1148
0060585560	1149
0060585617	1150
0060585633	1151
006058565X	1152
0060586109	1153
0060586125	1154
0060586370	1155
0060586583	1156
0060586621	1157
0060587016	1158
0060587059	1159
0060587091	1160
0060587245	1161
0060587296	1162
0060588284	1163
0060589280	1164
0060589345	1165
0060589469	1166
0060590033	1167
006059019X	1168
0060590254	1169
0060590270	1170
0060590297	1171
0060590319	1172
006059036X	1173
0060591102	1174
0060591234	1175
0060591242	1176
0060591781	1177
0060591803	1178
0060591854	1179
0060592826	1180
0060592885	1181
0060593083	1182
0060593199	1183
006059330X	1184
0060593318	1185
0060593636	1186
0060593644	1187
0060593652	1188
0060594330	1189
0060594454	1190
0060594527	1191
0060594667	1192
0060594756	1193
0060594845	1194
0060594861	1195
0060594896	1196
0060595264	1197
0060595361	1198
006059537X	1199
0060595647	1200
0060595833	1201
0060596341	1202
0060596503	1203
0060596708	1204
0060596740	1205
0060596996	1206
0060597208	1207
0060597283	1208
0060597291	1209
0060597615	1210
0060598484	1211
0060598611	1212
0060598689	1213
0060598751	1214
0060598808	1215
0060598824	1216
0060598840	1217
0060598859	1218
0060598875	1219
0060598891	1220
0060598964	1221
0060598972	1222
0060598999	1223
0060599804	1224
0060608161	1225
0060608528	1226
0060609125	1227
0060609176	1228
0060609192	1229
0060610352	1230
0060611561	1231
0060611626	1232
0060616342	1233
0060616601	1234
0060617519	1235
0060627581	1236
0060628227	1237
0060628391	1238
0060628464	1239
0060628626	1240
0060630043	1241
0060630175	1242
006063040X	1243
0060633158	1244
0060633166	1245
0060633875	1246
0060641665	1247
006064334X	1248
0060645881	1249
0060646918	1250
0060648082	1251
0060652381	1252
0060652926	1253
0060652934	1254
0060652942	1255
0060652950	1256
0060652969	1257
0060653019	1258
0060653205	1259
006065337X	1260
0060653752	1261
0060654058	1262
0060655186	1263
0060655275	1264
006065581X	1265
0060663723	1266
0060669357	1267
0060670207	1268
0060670630	1269
0060670991	1270
0060675187	1271
0060675365	1272
0060675578	1273
0060677015	1274
0060684127	1275
0060688246	1276
0060688556	1277
0060692014	1278
0060693339	1279
0060694424	1280
0060721510	1281
0060721545	1282
0060721588	1283
006072160X	1284
0060721790	1285
0060721936	1286
0060722282	1287
0060722304	1288
0060723238	1289
0060723467	1290
0060723483	1291
0060723491	1292
0060723513	1293
0060723521	1294
0060723831	1295
0060723866	1296
0060723890	1297
0060723912	1298
0060723939	1299
0060723947	1300
0060724226	1301
0060724242	1302
0060724250	1303
0060724277	1304
0060724412	1305
0060724501	1306
0060724560	1307
0060724676	1308
0060725117	1309
0060725125	1310
0060725133	1311
0060725141	1312
0060725540	1313
0060726202	1314
0060726571	1315
0060726652	1316
0060726784	1317
0060727217	1318
0060727535	1319
0060730269	1320
0060730552	1321
0060731257	1322
0060731303	1323
006073132X	1324
0060731427	1325
0060731435	1326
0060731451	1327
0060731478	1328
0060731583	1329
0060731656	1330
0060732067	1331
0060732075	1332
0060732105	1333
0060732407	1334
0060732474	1335
0060732482	1336
0060732806	1337
0060733071	1338
0060733357	1339
0060733861	1340
0060733985	1341
0060734000	1342
0060734019	1343
0060734108	1344
0060734191	1345
0060734434	1346
0060734469	1347
0060734558	1348
0060734574	1349
0060734590	1350
0060734833	1351
0060734922	1352
0060734973	1353
0060735023	1354
0060735066	1355
0060735082	1356
0060735414	1357
0060735422	1358
0060735430	1359
0060735449	1360
0060735457	1361
0060736585	1362
0060736593	1363
0060736615	1364
0060736631	1365
0060736682	1366
0060736712	1367
006073678X	1368
0060736798	1369
0060737034	1370
0060737123	1371
0060737298	1372
0060737875	1373
0060738170	1374
0060738316	1375
0060738871	1376
0060739479	1377
0060739592	1378
0060739665	1379
0060739681	1380
0060740221	1381
0060740450	1382
0060740582	1383
0060740647	1384
006074068X	1385
0060740744	1386
0060740752	1387
0060740957	1388
006074104X	1389
0060741309	1390
0060741325	1391
006074135X	1392
0060741872	1393
0060742151	1394
0060742305	1395
0060742445	1396
0060742690	1397
0060742755	1398
006074281X	1399
0060742844	1400
0060742887	1401
0060742917	1402
0060744545	1403
006074457X	1404
0060744804	1405
0060744871	1406
0060744928	1407
0060745819	1408
0060746378	1409
0060746386	1410
0060746408	1411
0060746734	1412
0060746769	1413
0060747153	1414
006074748X	1415
0060747579	1416
0060747625	1417
0060747692	1418
0060747730	1419
0060748095	1420
006074815X	1421
0060748389	1422
0060749768	1423
0060749822	1424
0060750553	1425
0060750561	1426
0060750863	1427
006075088X	1428
0060751002	1429
0060751649	1430
006075186X	1431
0060751878	1432
0060751967	1433
0060752017	1434
0060752440	1435
0060752998	1436
0060753463	1437
0060753617	1438
0060753633	1439
0060753870	1440
0060753943	1441
006075401X	1442
0060754281	1443
0060754753	1444
0060755334	1445
0060755342	1446
0060755350	1447
0060755598	1448
0060755784	1449
0060755806	1450
0060755814	1451
0060755865	1452
0060756632	1453
0060756659	1454
0060757345	1455
0060757353	1456
006075737X	1457
0060757434	1458
0060757450	1459
0060757647	1460
0060758287	1461
0060758295	1462
0060758759	1463
0060758880	1464
0060759747	1465
006075981X	1466
0060759836	1467
0060759852	1468
006075995X	1469
006076015X	1470
0060760176	1471
0060760222	1472
0060760257	1473
0060760443	1474
0060760907	1475
0060760958	1476
0060761288	1477
0060761296	1478
0060761350	1479
0060761407	1480
0060762055	1481
0060762098	1482
0060762144	1483
0060762233	1484
0060762276	1485
006076287X	1486
0060762993	1487
0060763035	1488
0060763264	1489
0060763280	1490
0060763418	1491
0060763442	1492
0060763450	1493
0060763655	1494
0060763957	1495
0060764864	1496
0060764902	1497
0060764945	1498
0060765127	1499
0060765143	1500
0060765240	1501
0060765313	1502
0060765364	1503
0060765380	1504
0060765402	1505
0060765410	1506
0060765895	1507
0060766123	1508
0060766204	1509
0060766212	1510
0060766247	1511
0060766328	1512
0060766867	1513
0060766905	1514
0060771747	1515
0060772743	1516
0060772913	1517
0060773154	1518
0060773170	1519
0060773324	1520
0060773340	1521
0060773758	1522
006077407X	1523
0060774126	1524
0060774738	1525
0060774746	1526
0060775858	1527
0060776099	1528
0060776242	1529
0060776390	1530
0060776757	1531
0060776846	1532
0060777044	1533
0060777060	1534
0060777095	1535
0060777109	1536
0060777745	1537
0060778415	1538
0060778423	1539
0060778660	1540
0060779004	1541
0060779381	1542
006077939X	1543
0060779411	1544
0060779616	1545
0060779632	1546
0060779683	1547
0060780649	1548
0060780770	1549
0060780924	1550
0060781009	1551
0060781319	1552
0060781505	1553
0060781580	1554
006078184X	1555
0060781920	1556
0060781939	1557
0060782153	1558
006078234X	1559
0060783338	1560
0060784024	1561
0060784032	1562
0060784113	1563
006078413X	1564
0060784156	1565
0060784776	1566
0060786205	1567
0060786744	1568
0060786809	1569
0060787112	1570
0060787295	1571
0060787376	1572
0060787856	1573
0060788194	1574
0060788380	1575
0060788704	1576
0060789271	1577
0060789484	1578
0060789557	1579
0060789573	1580
0060789662	1581
0060789832	1582
0060790806	1583
006079156X	1584
0060791586	1585
0060792167	1586
0060792299	1587
0060792795	1588
0060792833	1589
0060792981	1590
0060793481	1591
0060793538	1592
0060793554	1593
0060793589	1594
0060794410	1595
006079478X	1596
006079528X	1597
0060795409	1598
0060795484	1599
0060796626	1600
0060796677	1601
0060797142	1602
0060797460	1603
0060798599	1604
0060798610	1605
006079867X	1606
0060798718	1607
0060798904	1608
0060798912	1609
0060799064	1610
0060799250	1611
0060799315	1612
0060799846	1613
0060799994	1614
0060800216	1615
0060803681	1616
0060804319	1617
0060806575	1618
0060808233	1619
0060809248	1620
0060809752	1621
0060809779	1622
0060812451	1623
006081246X	1624
0060813040	1625
0060813970	1626
0060815167	1627
0060815221	1628
0060815361	1629
006081537X	1630
0060815701	1631
0060815930	1632
0060816228	1633
0060816988	1634
0060817089	1635
0060817240	1636
0060817267	1637
0060817321	1638
0060818999	1639
0060819359	1640
0060819367	1641
0060819499	1642
0060819685	1643
0060820489	1644
0060820578	1645
0060820683	1646
0060820810	1647
0060820829	1648
0060820977	1649
0060820985	1650
0060821469	1651
0060821477	1652
0060821507	1653
0060821809	1654
0060822120	1655
0060822147	1656
0060822430	1657
0060822503	1658
0060822554	1659
0060822562	1660
0060823720	1661
0060824085	1662
0060824972	1663
0060825197	1664
0060825316	1665
0060825405	1666
0060825413	1667
006082543X	1668
0060825464	1669
0060825820	1670
0060826568	1671
0060826584	1672
0060827130	1673
0060827629	1674
006082767X	1675
0060827696	1676
0060827882	1677
0060828358	1678
0060828390	1679
0060828412	1680
0060828579	1681
0060829613	1682
0060829621	1683
0060829672	1684
0060829699	1685
0060829710	1686
0060829818	1687
0060829826	1688
0060829850	1689
0060831138	1690
0060831170	1691
0060831502	1692
0060831545	1693
0060832819	1694
0060833025	1695
0060833149	1696
0060833203	1697
0060833262	1698
0060833459	1699
0060834374	1700
006083482X	1701
0060835680	1702
0060835796	1703
0060837012	1704
0060837144	1705
0060837365	1706
0060837381	1707
0060837551	1708
0060837667	1709
0060837721	1710
0060838000	1711
0060838086	1712
0060838337	1713
0060838523	1714
0060838574	1715
0060838582	1716
0060838639	1717
0060838728	1718
0060838744	1719
0060839104	1720
0060839139	1721
0060839252	1722
0060839546	1723
0060840846	1724
0060840862	1725
0060840897	1726
0060840919	1727
0060841613	1728
0060841664	1729
0060841699	1730
0060841818	1731
0060841826	1732
0060842474	1733
0060842555	1734
0060843071	1735
0060843098	1736
0060843233	1737
0060843292	1738
0060843640	1739
0060843829	1740
0060844094	1741
0060845503	1742
0060845554	1743
0060845791	1744
0060846011	1745
0060846208	1746
0060846879	1747
0060847557	1748
0060847891	1749
0060848324	1750
0060848367	1751
0060849916	1752
0060850523	1753
0060850574	1754
0060850892	1755
0060851139	1756
0060851937	1757
0060851988	1758
0060852003	1759
006085202X	1760
0060852267	1761
0060852550	1762
0060852577	1763
0060852720	1764
0060853379	1765
0060853972	1766
0060854030	1767
0060854057	1768
006085409X	1769
0060854235	1770
0060855029	1771
0060855894	1772
0060855924	1773
0060856661	1774
0060857951	1775
0060858206	1776
006085880X	1777
0060858834	1778
0060859520	1779
0060859806	1780
0060871040	1781
0060871059	1782
0060871245	1783
0060872608	1784
0060872675	1785
0060872713	1786
006087273X	1787
0060872764	1788
006087287X	1789
0060872896	1790
006087290X	1791
0060872918	1792
0060872985	1793
0060873027	1794
0060874163	1795
006087418X	1796
006087421X	1797
0060874228	1798
0060874309	1799
0060874368	1800
0060874376	1801
0060874465	1802
0060874481	1803
0060875070	1804
0060875224	1805
0060875232	1806
0060875240	1807
0060875259	1808
0060875275	1809
0060875283	1810
0060875496	1811
0060875895	1812
0060875976	1813
0060875984	1814
006087600X	1815
0060876107	1816
0060876115	1817
0060876271	1818
0060878061	1819
0060878134	1820
0060878207	1821
006087824X	1822
0060878819	1823
0060878835	1824
0060878975	1825
0060880120	1826
0060880414	1827
0060881305	1828
0060881909	1829
0060881933	1830
0060882034	1831
0060882042	1832
0060882077	1833
0060882107	1834
0060882131	1835
0060882387	1836
0060882433	1837
006088262X	1838
0060882638	1839
0060882867	1840
0060883510	1841
0060883529	1842
0060883960	1843
0060884266	1844
0060884614	1845
0060884738	1846
0060885432	1847
0060885483	1848
0060885599	1849
0060885602	1850
0060886889	1851
0060887184	1852
006088732X	1853
0060887354	1854
0060887389	1855
0060887419	1856
0060887443	1857
0060887478	1858
0060888598	1859
0060888644	1860
0060888741	1861
0060889381	1862
0060889578	1863
0060889632	1864
0060889659	1865
0060889934	1866
0060890096	1867
0060890312	1868
0060890398	1869
0060890533	1870
0060890681	1871
